Brand,Brand URL
Xbox,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Xbox&viewAll=brand&count=48&page=
Yankee,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Yankee&viewAll=brand&count=48&page=
Zenker,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Zenker&viewAll=brand&count=48&page=
3M,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=3M&viewAll=brand&count=48&page=
Bandai,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Bandai&viewAll=brand&count=48&page=
Bayan Audio,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Bayan%20Audio&viewAll=brand&count=48&page=
Bluey,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Bluey&viewAll=brand&count=48&page=
Cafe Creme,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Cafe%20Creme&viewAll=brand&count=48&page=
Cheatwell,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Cheatwell&viewAll=brand&count=48&page=
Cocomelon,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Cocomelon&viewAll=brand&count=48&page=
Core Supply Co,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Core%20Supply%20Co&viewAll=brand&count=48&page=
Cutters Choice,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Cutters%20Choice&viewAll=brand&count=48&page=
Expert,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Expert&viewAll=brand&count=48&page=
sher Price,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Fisher%20Price&viewAll=brand&count=48&page=
GabbysDollhouse,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Gabbys%20Dollhouse&viewAll=brand&count=48&page=
Glitzeez,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Glitzeez&viewAll=brand&count=48&page=
GoldenVirginia,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Golden%20Virginia&viewAll=brand&count=48&page=
Integral,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Integral&viewAll=brand&count=48&page=
